,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
23005,Schorn_k141_34976219,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23007,Schorn_k141_34999369,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23008,Schorn_k141_35048525,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23009,Schorn_k141_35100650,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23011,Schorn_k141_35289673,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23012,Schorn_k141_35350731,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23013,Schorn_k141_35405593,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23014,Schorn_k141_3542068,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23016,Schorn_k141_35510715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23017,Schorn_k141_35558128,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23018,Schorn_k141_35571347,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23019,Schorn_k141_35590715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23020,Schorn_k141_35666556,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23021,Schorn_k141_35709698,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23022,Schorn_k141_35784545,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23023,Schorn_k141_3590915,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23025,Schorn_k141_36107561,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23027,Schorn_k141_36473227,Unassigned,Unassigned,Unassigned,,Overlap (VC_99/VC_1912),,,,,,,,,,
23029,Schorn_k141_3718894,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23030,Schorn_k141_3738020,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23031,Schorn_k141_374424,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23032,Schorn_k141_3772543,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23034,Schorn_k141_3985508,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23035,Schorn_k141_4014556,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23036,Schorn_k141_4075044,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23038,Schorn_k141_4095905,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23039,Schorn_k141_4104084,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23040,Schorn_k141_4318115,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23041,Schorn_k141_4394978,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23042,Schorn_k141_4397562,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23043,Schorn_k141_4452272,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23046,Schorn_k141_4708722,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23047,Schorn_k141_4865921,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23048,Schorn_k141_4984657,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23049,Schorn_k141_5004009,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23050,Schorn_k141_5065054,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23052,Schorn_k141_5150367,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23054,Schorn_k141_5210944,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23055,Schorn_k141_5265030,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23057,Schorn_k141_5544246,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23058,Schorn_k141_568767,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23059,Schorn_k141_6146796,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23061,Schorn_k141_6264329,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23062,Schorn_k141_6281138,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23063,Schorn_k141_629955,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23064,Schorn_k141_6492213,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23065,Schorn_k141_6533004,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23066,Schorn_k141_6560366,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23067,Schorn_k141_6791142,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23070,Schorn_k141_6874894,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23072,Schorn_k141_7309092,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23073,Schorn_k141_7433411,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23074,Schorn_k141_7469315,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23075,Schorn_k141_7637949,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23076,Schorn_k141_7674325,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23077,Schorn_k141_7691133,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23078,Schorn_k141_7695888,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23081,Schorn_k141_7748185,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23082,Schorn_k141_7800135,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23085,Schorn_k141_7853413,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23089,Schorn_k141_7956397,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23090,Schorn_k141_7980104,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23091,Schorn_k141_8027958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23095,Schorn_k141_8273324,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23096,Schorn_k141_8297236,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23098,Schorn_k141_8486071,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23099,Schorn_k141_8503955,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23101,Schorn_k141_8594721,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23103,Schorn_k141_8842742,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23104,Schorn_k141_9043463,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23105,Schorn_k141_9070679,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23106,Schorn_k141_9164538,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23108,Schorn_k141_9199942,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23109,Schorn_k141_9206557,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23112,Schorn_k141_9509013,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23114,Schorn_k141_9667176,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23115,Schorn_k141_9763143,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23117,Schorn_k141_980374,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23118,Schorn_k141_9916150,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23119,SoginMETA_k141_10072373,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23120,SoginMETA_k141_10089779,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23121,SoginMETA_k141_10092925,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23122,SoginMETA_k141_1010355,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23123,SoginMETA_k141_10107454,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23125,SoginMETA_k141_10202534,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23127,SoginMETA_k141_10260503,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23129,SoginMETA_k141_10300810,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23133,SoginMETA_k141_10487607,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23135,SoginMETA_k141_10613658,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23136,SoginMETA_k141_10619204,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23137,SoginMETA_k141_10620866,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23138,SoginMETA_k141_10642615,Unassigned,Unassigned,Unassigned,,Overlap (VC_915/VC_1020/VC_1724),,,,,,,,,,
23139,SoginMETA_k141_10648943,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23140,SoginMETA_k141_1067429,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23143,SoginMETA_k141_10888273,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23144,SoginMETA_k141_10906367,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23145,SoginMETA_k141_10999385,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23147,SoginMETA_k141_11066535,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23148,SoginMETA_k141_1107701,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23149,SoginMETA_k141_11096082,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23150,SoginMETA_k141_11118918,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23152,SoginMETA_k141_1120857,Unassigned,Unassigned,Unassigned,,Overlap (VC_1114/VC_1945),,,,,,,,,,
23153,SoginMETA_k141_11218315,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23154,SoginMETA_k141_11363530,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23156,SoginMETA_k141_11393402,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23157,SoginMETA_k141_11411848,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23159,SoginMETA_k141_1144276,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23160,SoginMETA_k141_11457016,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23161,SoginMETA_k141_11463645,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23162,SoginMETA_k141_11520951,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23165,SoginMETA_k141_11616692,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23166,SoginMETA_k141_116501,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23170,SoginMETA_k141_11813093,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23171,SoginMETA_k141_11843790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23172,SoginMETA_k141_11857476,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23173,SoginMETA_k141_11876438,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23174,SoginMETA_k141_11877223,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23175,SoginMETA_k141_11907231,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23179,SoginMETA_k141_12295901,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23180,SoginMETA_k141_12385335,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23182,SoginMETA_k141_1251366,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23183,SoginMETA_k141_12519058,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23185,SoginMETA_k141_12568296,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23186,SoginMETA_k141_1262132,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23187,SoginMETA_k141_12633388,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23189,SoginMETA_k141_12670809,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23190,SoginMETA_k141_12672958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23192,SoginMETA_k141_12709484,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23194,SoginMETA_k141_12801802,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23196,SoginMETA_k141_12835965,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23197,SoginMETA_k141_12854471,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23198,SoginMETA_k141_12869390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23199,SoginMETA_k141_12900219,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23202,SoginMETA_k141_12934422,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23203,SoginMETA_k141_12943047,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23205,SoginMETA_k141_13106922,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23206,SoginMETA_k141_13115833,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23209,SoginMETA_k141_13242718,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23210,SoginMETA_k141_13256935,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23211,SoginMETA_k141_13270373,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23214,SoginMETA_k141_13384170,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23215,SoginMETA_k141_13407083,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23216,SoginMETA_k141_13412951,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23218,SoginMETA_k141_13516341,Unassigned,Unassigned,Unassigned,,Overlap (VC_537/VC_1935),,,,,,,,,,
23219,SoginMETA_k141_1354221,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23222,SoginMETA_k141_13601803,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23224,SoginMETA_k141_13627465,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23226,SoginMETA_k141_13685454,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23227,SoginMETA_k141_13699532,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23228,SoginMETA_k141_13708442,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23229,SoginMETA_k141_13790395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23231,SoginMETA_k141_13825269,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23232,SoginMETA_k141_13845014,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23233,SoginMETA_k141_13861103,Unassigned,Unassigned,Unassigned,,Overlap (VC_802/VC_803),,,,,,,,,,
23234,SoginMETA_k141_13900174,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23235,SoginMETA_k141_13930812,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23238,SoginMETA_k141_14129817,Unassigned,Unassigned,Unassigned,,Overlap (VC_892/VC_1880),,,,,,,,,,
23240,SoginMETA_k141_1414399,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23241,SoginMETA_k141_14190429,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23242,SoginMETA_k141_14212605,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23243,SoginMETA_k141_14222179,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23244,SoginMETA_k141_14233713,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23246,SoginMETA_k141_14350545,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23247,SoginMETA_k141_14420026,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23248,SoginMETA_k141_14452803,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23249,SoginMETA_k141_14478055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23252,SoginMETA_k141_1455948,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23254,SoginMETA_k141_14640095,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23255,SoginMETA_k141_14789727,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23257,SoginMETA_k141_14849635,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23258,SoginMETA_k141_14901286,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23260,SoginMETA_k141_14941461,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23261,SoginMETA_k141_14983675,Unassigned,Unassigned,Unassigned,,Overlap (VC_1114/VC_1945),,,,,,,,,,
23262,SoginMETA_k141_14986202,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23263,SoginMETA_k141_1500540,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23264,SoginMETA_k141_15102346,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23265,SoginMETA_k141_15148626,Unassigned,Unassigned,Unassigned,,Overlap (VC_784/VC_785),,,,,,,,,,
23266,SoginMETA_k141_15232222,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23272,SoginMETA_k141_15301521,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23273,SoginMETA_k141_15311225,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23275,SoginMETA_k141_15341421,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23276,SoginMETA_k141_15407342,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23277,SoginMETA_k141_15409442,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23278,SoginMETA_k141_15484860,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23280,SoginMETA_k141_15573680,Unassigned,Unassigned,Unassigned,,Overlap (VC_792/VC_793),,,,,,,,,,
23283,SoginMETA_k141_15616971,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23285,SoginMETA_k141_15629129,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23286,SoginMETA_k141_15641136,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23288,SoginMETA_k141_15657142,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23292,SoginMETA_k141_15809816,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23293,SoginMETA_k141_15810334,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23294,SoginMETA_k141_15871178,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23297,SoginMETA_k141_15952424,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23299,SoginMETA_k141_16083424,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23300,SoginMETA_k141_16111468,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23301,SoginMETA_k141_16146814,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23303,SoginMETA_k141_16188782,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23304,SoginMETA_k141_16267961,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23305,SoginMETA_k141_16298635,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23306,SoginMETA_k141_16457138,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23307,SoginMETA_k141_16463943,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23310,SoginMETA_k141_16558627,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23311,SoginMETA_k141_16576932,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23313,SoginMETA_k141_16651246,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23314,SoginMETA_k141_16679523,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23315,SoginMETA_k141_16701759,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23317,SoginMETA_k141_16766962,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23318,SoginMETA_k141_167987,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23319,SoginMETA_k141_16813484,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23321,SoginMETA_k141_16838472,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23322,SoginMETA_k141_1690449,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23323,SoginMETA_k141_16916076,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23324,SoginMETA_k141_16938415,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23325,SoginMETA_k141_16951999,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23326,SoginMETA_k141_16978819,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23327,SoginMETA_k141_16985572,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23330,SoginMETA_k141_17063417,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23332,SoginMETA_k141_17109305,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23333,SoginMETA_k141_17159067,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23334,SoginMETA_k141_17198120,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23335,SoginMETA_k141_17224267,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23336,SoginMETA_k141_17224677,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23337,SoginMETA_k141_17227307,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23339,SoginMETA_k141_17446057,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23341,SoginMETA_k141_17517098,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23342,SoginMETA_k141_17640119,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23345,SoginMETA_k141_17695513,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23346,SoginMETA_k141_1771619,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23347,SoginMETA_k141_17721513,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23349,SoginMETA_k141_17763579,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23350,SoginMETA_k141_178681,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23352,SoginMETA_k141_1788154,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23353,SoginMETA_k141_17903901,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23355,SoginMETA_k141_18065939,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23356,SoginMETA_k141_18080770,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23358,SoginMETA_k141_1809543,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23360,SoginMETA_k141_18106412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23362,SoginMETA_k141_18145848,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23366,SoginMETA_k141_18218299,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23369,SoginMETA_k141_1829445,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23371,SoginMETA_k141_1833086,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23373,SoginMETA_k141_18336074,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23374,SoginMETA_k141_18397197,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23376,SoginMETA_k141_18422050,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23377,SoginMETA_k141_18442825,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23378,SoginMETA_k141_18476383,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23379,SoginMETA_k141_18550364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23380,SoginMETA_k141_18568171,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23381,SoginMETA_k141_18631324,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23382,SoginMETA_k141_18687591,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23383,SoginMETA_k141_18729595,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23384,SoginMETA_k141_18739853,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23385,SoginMETA_k141_18797790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23386,SoginMETA_k141_18829898,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23387,SoginMETA_k141_18834131,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23389,SoginMETA_k141_18907107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23390,SoginMETA_k141_18926594,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23392,SoginMETA_k141_19067129,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23393,SoginMETA_k141_19068227,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
23394,SoginMETA_k141_19152177,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23395,SoginMETA_k141_19172026,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23396,SoginMETA_k141_19202351,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23398,SoginMETA_k141_19335670,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23399,SoginMETA_k141_19395309,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23400,SoginMETA_k141_19437423,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23402,SoginMETA_k141_19474631,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23403,SoginMETA_k141_19475358,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23404,SoginMETA_k141_1949778,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23405,SoginMETA_k141_19524957,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23406,SoginMETA_k141_19553790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
